Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TMUS,TMUS,TMUS,TMUS,TMUS,TMUS
Date,,,,,,
2024-10-04 00:00:00+00:00,208.27999877929688,208.27999877929688,208.72999572753906,206.17999267578125,207.2100067138672,2654800
2024-10-07 00:00:00+00:00,208.3300018310547,208.3300018310547,210.0800018310547,207.41000366210938,207.6999969482422,2651400
2024-10-08 00:00:00+00:00,211.1699981689453,211.1699981689453,212.24000549316406,208.6999969482422,208.6999969482422,3310400
2024-10-09 00:00:00+00:00,212.08999633789062,212.08999633789062,213.47000122070312,210.50999450683594,211.1699981689453,2243600
2024-10-10 00:00:00+00:00,211.4499969482422,211.4499969482422,215.17999267578125,210.94000244140625,213.4600067138672,2601700
2024-10-11 00:00:00+00:00,213.0399932861328,213.0399932861328,213.83999633789062,212.1699981689453,212.66000366210938,1778500
2024-10-14 00:00:00+00:00,215.91000366210938,215.91000366210938,216.25,213.72999572753906,214.0,2655700
2024-10-15 00:00:00+00:00,217.02999877929688,217.02999877929688,218.3300018310547,215.63999938964844,215.91000366210938,3382500
2024-10-16 00:00:00+00:00,219.75999450683594,219.75999450683594,220.69000244140625,216.08999633789062,216.25999450683594,2730100
2024-10-17 00:00:00+00:00,221.9499969482422,221.9499969482422,222.72999572753906,219.89999389648438,220.6699981689453,3177700
2024-10-18 00:00:00+00:00,223.2100067138672,223.2100067138672,223.4499969482422,220.91000366210938,221.5,3334300
2024-10-21 00:00:00+00:00,222.77000427246094,222.77000427246094,223.91000366210938,221.2899932861328,222.74000549316406,4614400
2024-10-22 00:00:00+00:00,219.00999450683594,219.00999450683594,221.1199951171875,218.7100067138672,218.9499969482422,6066900
2024-10-23 00:00:00+00:00,220.9499969482422,220.9499969482422,221.82000732421875,216.72999572753906,217.52999877929688,5245700
2024-10-24 00:00:00+00:00,233.55999755859375,233.55999755859375,234.39999389648438,221.0,223.39999389648438,6920400
2024-10-25 00:00:00+00:00,226.36000061035156,226.36000061035156,234.55999755859375,225.24000549316406,233.5500030517578,6478100
2024-10-28 00:00:00+00:00,227.80999755859375,227.80999755859375,228.55999755859375,226.47999572753906,228.5399932861328,2732300
2024-10-29 00:00:00+00:00,226.0500030517578,226.0500030517578,228.75999450683594,225.77999877929688,227.72000122070312,3150700
2024-10-30 00:00:00+00:00,222.77000427246094,222.77000427246094,225.72999572753906,222.49000549316406,225.44000244140625,4218000
2024-10-31 00:00:00+00:00,223.16000366210938,223.16000366210938,225.86000061035156,222.6199951171875,223.33999633789062,4152400
